logid,sessionnumber,stageid,stagename,stagetype,processname,pagename,objectname,actionname,result,resulttype,startdatetime,enddatetime,attributexml,automateworkingset,targetappname,targetappworkingset,starttimezoneoffset,endtimezoneoffset,attributesize
285703515,42079,{6CC30F39-3460-47FE-9FD0-E52CCEF54505},Set Data,2,3.13 ID Check - Upload Documents - Executor,[Management] Exceptions,Blueprism.Automate.clsWorkQueuesActions,Set Data,,,2022-04-13 14:01:17.863000000,2022-04-13 14:01:17.893000000,<parameters><inputs><input name="Data" type="collection"><row><field name="Applicant Name" type="text" value="Aldostefano Porcari" /><field name="Created Date" type="text" value="12 April 2022 22:37" /><field name="File Name" type="text" value="Porcari_Aldostefano_101889941_20220413.pdf" /><field name="Applicant Name - PDF" type="text" value="Dr Aldostefano Porcari" /><field name="Application ID" type="text" value="101889941" /><field name="Email Address" type="text" value="aldostefanoporcari@gmail.com" /></row></input><input name="Item ID" type="text" value="aaec7430-c1d7-46a7-879b-259e8fd04dff" /></inputs><outputs /></parameters>,0,,0,3600,3600,639
285703516,41917,{E5807493-97A8-45F1-893F-A3C26C466672},Attach,262144,,,Object - Edge - Restore Pages Window,Attach,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Attach' on page 'Attach' - Target application could not be identified, please ensure the application is running and review the following action inputs and/or application model identifiers: WindowTitle, ProcessName,64,2022-04-13 14:01:17.850000000,,,0,,0,3600,,0
285703517,42079,{82F3B543-8FB5-43F4-B615-08CCB538CD04},BE,4,3.13 ID Check - Upload Documents - Executor,[Management] Exceptions,,,False,8,2022-04-13 14:01:17.907000000,,,0,,0,3600,,0
285703518,41917,{C91E9474-77F0-410C-9FE4-63A57E92BDEC},Detach,262144,,,Object - Edge - Restore Pages Window,Init ,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Detach' on page 'Init ' - Not Connected,64,2022-04-13 14:01:17.900000000,,,0,,0,3600,,0
285703519,42079,{09352FE1-7929-4B61-B59F-D6835555BC90},Mark Exception,128,3.13 ID Check - Upload Documents - Executor,[Management] Exceptions,,,,,2022-04-13 14:01:17.923000000,2022-04-13 14:01:18.157000000,<parameters><inputs><input name="Operation ID" type="number" value="3" /></inputs><outputs /></parameters>,0,,0,3600,3600,106
285703520,42079,{1E2C8C54-2073-43A2-B2B8-CFD7384955FD},Start,1024,3.13 ID Check - Upload Documents - Executor,[Management] Work Queues,,,,,2022-04-13 14:01:17.937000000,,<parameters><inputs><input name="Operation ID" type="number" value="3" /></inputs><outputs /></parameters>,0,,0,3600,,106
285703521,42079,{585D1DED-7B59-4EC6-A3D2-0271323EE83D},Operation,1048576,3.13 ID Check - Upload Documents - Executor,[Management] Work Queues,,,(3) Mark Exception,64,2022-04-13 14:01:17.957000000,,,0,,0,3600,,0
285703522,42079,{B7E88B93-ECD9-4E53-96D9-EFB0886E4069},Item Count++,8,3.13 ID Check - Upload Documents - Executor,[Management] Work Queues,,,2,16,2022-04-13 14:01:17.973000000,,,0,,0,3600,,0
285703523,42079,{D59473D0-1EE2-4A03-9CB9-E9603EF2925A},Set Exception Status,2,3.13 ID Check - Upload Documents - Executor,[Management] Work Queues,Blueprism.Automate.clsWorkQueuesActions,Update Status,,,2022-04-13 14:01:17.990000000,2022-04-13 14:01:18.020000000,<parameters><inputs><input name="Item ID" type="text" value="aaec7430-c1d7-46a7-879b-259e8fd04dff" /><input name="Status" type="text" value="Init Loop limit has been reached" /></inputs><outputs /></parameters>,0,,0,3600,3600,210
285703524,42079,{5207B029-2559-488C-9D03-8AA85ACD3A64},Mark as System Exception,2,3.13 ID Check - Upload Documents - Executor,[Management] Work Queues,Blueprism.Automate.clsWorkQueuesActions,Mark Exception,,,2022-04-13 14:01:18.030000000,2022-04-13 14:01:18.130000000,<parameters><inputs><input name="Item ID" type="text" value="aaec7430-c1d7-46a7-879b-259e8fd04dff" /><input name="Exception Reason" type="text" value="Init Loop limit has been reached" /><input name="Retry" type="flag" value="True" /><input name="Keep Locked" type="flag" value="False" /></inputs><outputs><output name="New Item ID" type="text" value="" /></outputs></parameters>,0,,0,3600,3600,379
285703525,42079,{07F79F83-2D35-4DB3-8BF2-6277F7D13FBB},End,2048,3.13 ID Check - Upload Documents - Executor,[Management] Work Queues,,,,,2022-04-13 14:01:18.140000000,,,0,,0,3600,,0
285703526,42079,{6A64A0D3-6EFF-4F5C-A13B-49782227CD93},Start,1024,3.13 ID Check - Upload Documents - Executor,[Management] Terminate Applications,,,,,2022-04-13 14:01:18.170000000,,,0,,0,3600,,0
285703527,42079,{ABD777C6-E6B0-4019-94A2-D9DAC6933F2C},Exists?,4,3.13 ID Check - Upload Documents - Executor,[Management] Terminate Applications,,,True,8,2022-04-13 14:01:18.193000000,,,0,,0,3600,,0
285703528,42079,{A7B8F807-FD3A-4FBE-94EE-0B170BDE69A6},End,2048,3.13 ID Check - Upload Documents - Executor,[Management] Terminate Applications,,,,,2022-04-13 14:01:18.230000000,,,0,,0,3600,,0
285703529,42056,{9BC52652-698B-46CA-BA0D-EBB170432963},No Such Sheet,33554432,,,MS Excel Extended VBO (ErnstYoung),Activate Worksheet,ERROR: Worksheet Not Found : No worksheet was found with the name '6. Contract Transition Form' on the workbook 'Farah forms .xlsx' within the instance with the handle: 1,64,2022-04-13 14:01:18.227000000,,,0,,0,3600,,0
285703530,42079,{0E4C32E7-83A9-4FC8-B359-884C9AACE4ED},Start Applications,128,3.13 ID Check - Upload Documents - Executor,[Management] Exceptions,,,,,2022-04-13 14:01:18.247000000,,,0,,0,3600,,0
285703531,42079,{2F8CA183-7FC2-4F33-96CF-94DDA064FB5E},Start,1024,3.13 ID Check - Upload Documents - Executor,[Management] Start Applications,,,,,2022-04-13 14:01:18.263000000,,,0,,0,3600,,0
285703532,42056,{2247049B-785F-433D-B35E-ABEAB994F680},Check For Contract Transition Form Sheet,2,391_R4.2-4.4_NewStarterJoiningForm_v0.5,23. Check if Medical Form,,,ERROR: Worksheet Not Found : No worksheet was found with the name '6. Contract Transition Form' on the workbook 'Farah forms .xlsx' within the instance with the handle: 1,64,2022-04-13 14:01:18.227000000,,,0,,0,3600,,0
285703533,42079,{6D9B05AB-F1A3-4FE3-A043-771DDF6619C6},Launch and Log into Trac,128,3.13 ID Check - Upload Documents - Executor,[Management] Start Applications,,,,,2022-04-13 14:01:18.280000000,,,0,,0,3600,,0
285703534,42056,{B27AFEA0-268F-42C7-AA92-B007387C627D},Non Medical Recover,67108864,391_R4.2-4.4_NewStarterJoiningForm_v0.5,23. Check if Medical Form,,,,64,2022-04-13 14:01:18.267000000,,,0,,0,3600,,0
285703535,42079,{C9C16EC7-64B9-48BF-BAFA-CF7A4420B27E},Start,1024,3.13 ID Check - Upload Documents - Executor,[Management] Launch and Log into Trac,,,,,2022-04-13 14:01:18.293000000,,,0,,0,3600,,0
285703536,42056,{C1CA60E7-6F3F-4BC4-8BE2-19552455290E},Resume,134217728,391_R4.2-4.4_NewStarterJoiningForm_v0.5,23. Check if Medical Form,,,,64,2022-04-13 14:01:18.280000000,,,0,,0,3600,,0
285703537,41917,{E5807493-97A8-45F1-893F-A3C26C466672},Attach,262144,,,Object - Edge - Restore Pages Window,Attach,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Attach' on page 'Attach' - Target application could not be identified, please ensure the application is running and review the following action inputs and/or application model identifiers: WindowTitle, ProcessName,64,2022-04-13 14:01:18.970000000,,,0,,0,3600,,0
285703538,41917,{C91E9474-77F0-410C-9FE4-63A57E92BDEC},Detach,262144,,,Object - Edge - Restore Pages Window,Init ,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Detach' on page 'Init ' - Not Connected,64,2022-04-13 14:01:19.010000000,,,0,,0,3600,,0
285703539,42056,{9BC52652-698B-46CA-BA0D-EBB170432963},No Such Sheet,33554432,,,MS Excel Extended VBO (ErnstYoung),Activate Worksheet,ERROR: Worksheet Not Found : No worksheet was found with the name '7. Doctors' Consent Form' on the workbook 'Farah forms .xlsx' within the instance with the handle: 1,64,2022-04-13 14:01:19.457000000,,,0,,0,3600,,0
285703540,42056,{29F1A60A-1A40-43E9-985F-A1D45E731E8C},Check For Doctors' Consent Form Sheet,2,391_R4.2-4.4_NewStarterJoiningForm_v0.5,24. Check if GP Form,,,ERROR: Worksheet Not Found : No worksheet was found with the name '7. Doctors' Consent Form' on the workbook 'Farah forms .xlsx' within the instance with the handle: 1,64,2022-04-13 14:01:19.457000000,,,0,,0,3600,,0
285703541,42056,{C8A2BBB6-288D-4AAC-BFA1-D5D7CDD204C7},GP Recover,67108864,391_R4.2-4.4_NewStarterJoiningForm_v0.5,24. Check if GP Form,,,,64,2022-04-13 14:01:19.493000000,,,0,,0,3600,,0
285703542,42056,{6B054461-342C-439C-B786-75549EBCDD54},Resume,134217728,391_R4.2-4.4_NewStarterJoiningForm_v0.5,24. Check if GP Form,,,,64,2022-04-13 14:01:19.507000000,,,0,,0,3600,,0
285703543,41917,{E5807493-97A8-45F1-893F-A3C26C466672},Attach,262144,,,Object - Edge - Restore Pages Window,Attach,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Attach' on page 'Attach' - Target application could not be identified, please ensure the application is running and review the following action inputs and/or application model identifiers: WindowTitle, ProcessName,64,2022-04-13 14:01:20.110000000,,,0,,0,3600,,0
285703544,41917,{C91E9474-77F0-410C-9FE4-63A57E92BDEC},Detach,262144,,,Object - Edge - Restore Pages Window,Init ,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Detach' on page 'Init ' - Not Connected,64,2022-04-13 14:01:20.163000000,,,0,,0,3600,,0
285703545,41917,{E5807493-97A8-45F1-893F-A3C26C466672},Attach,262144,,,Object - Edge - Restore Pages Window,Attach,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Attach' on page 'Attach' - Target application could not be identified, please ensure the application is running and review the following action inputs and/or application model identifiers: WindowTitle, ProcessName,64,2022-04-13 14:01:21.233000000,,,0,,0,3600,,0
285703546,41917,{C91E9474-77F0-410C-9FE4-63A57E92BDEC},Detach,262144,,,Object - Edge - Restore Pages Window,Init ,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Detach' on page 'Init ' - Not Connected,64,2022-04-13 14:01:21.280000000,,,0,,0,3600,,0
285703547,42056,{9BC52652-698B-46CA-BA0D-EBB170432963},No Such Sheet,33554432,,,MS Excel Extended VBO (ErnstYoung),Activate Worksheet,ERROR: Worksheet Not Found : No worksheet was found with the name '6. ID Application' on the workbook 'Farah forms .xlsx' within the instance with the handle: 1,64,2022-04-13 14:01:21.750000000,,,0,,0,3600,,0
285703548,42056,{2804D787-4B28-4B8D-A0D3-9BBEF8F3CD4A},Check For ID Application Sheet,2,391_R4.2-4.4_NewStarterJoiningForm_v0.5,26. Check if Outdated Form,,,ERROR: Worksheet Not Found : No worksheet was found with the name '6. ID Application' on the workbook 'Farah forms .xlsx' within the instance with the handle: 1,64,2022-04-13 14:01:21.750000000,,,0,,0,3600,,0
285703549,42056,{8AF03B48-68C6-415B-A901-58CDBC03695A},Non Old Form Recover,67108864,391_R4.2-4.4_NewStarterJoiningForm_v0.5,26. Check if Outdated Form,,,,64,2022-04-13 14:01:21.783000000,,,0,,0,3600,,0
285703550,42056,{3452B2A4-BB34-46B5-A502-0646A44128F7},Resume,134217728,391_R4.2-4.4_NewStarterJoiningForm_v0.5,26. Check if Outdated Form,,,,64,2022-04-13 14:01:21.797000000,,,0,,0,3600,,0
285703551,42056,{B65CC515-A6C1-4EF3-B8FA-0800FD3C4CA2},Old Form?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,22. Check Starter Forms,,,False,8,2022-04-13 14:01:21.953000000,,,0,,0,3600,,0
285703552,41917,{E5807493-97A8-45F1-893F-A3C26C466672},Attach,262144,,,Object - Edge - Restore Pages Window,Attach,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Attach' on page 'Attach' - Target application could not be identified, please ensure the application is running and review the following action inputs and/or application model identifiers: WindowTitle, ProcessName,64,2022-04-13 14:01:22.350000000,,,0,,0,3600,,0
285703553,41917,{C91E9474-77F0-410C-9FE4-63A57E92BDEC},Detach,262144,,,Object - Edge - Restore Pages Window,Init ,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Detach' on page 'Init ' - Not Connected,64,2022-04-13 14:01:22.397000000,,,0,,0,3600,,0
285703554,42056,{F4FF0136-BD20-4FE8-A29A-D38D9FC57C74},START Unprotect Workbook 1,8192,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,START Unprotect Workbook 1,64,2022-04-13 14:01:22.897000000,,,0,,0,3600,,0
285703555,42056,{DFF36361-2C62-4B7C-8067-97B75AB5BCBF},START Unprotect Workbook 2,8192,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,START Unprotect Workbook 2,64,2022-04-13 14:01:22.923000000,,,0,,0,3600,,0
285703556,42056,{A2D0AF82-0109-491D-B260-13C049B825A0},Unprotect Worksheet,2,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,ERROR: Internal : Could not execute code stage because exception thrown by code stage: The password you supplied is not correct. Verify that the CAPS LOCK key is off and be sure to use the correct capitalization.,64,2022-04-13 14:01:22.947000000,,,0,,0,3600,,0
285703557,42056,{D1B94C5F-A9D3-4A9B-A41A-F0F824047EE1},Recover,67108864,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,,64,2022-04-13 14:01:22.967000000,,,0,,0,3600,,0
285703558,42056,{201C5F80-B99C-49D7-91C6-35DD8A5F28FE},START Unprotect Workbook 3,8192,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,START Unprotect Workbook 3,64,2022-04-13 14:01:22.980000000,,,0,,0,3600,,0
285703559,42056,{58CAC218-D507-4254-B8C1-1558A39D9CAA},Resume,134217728,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,,64,2022-04-13 14:01:23.010000000,,,0,,0,3600,,0
285703560,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:23.060000000,,,0,,0,3600,,0
285703561,42056,{52D4CBE5-E6F6-4C2B-B569-E4E94135A9D8},Type of Validation Needed,1048576,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,(1) Filled,64,2022-04-13 14:01:23.083000000,,,0,,0,3600,,0
285703562,42056,{A2DE6543-D2A8-4B73-867B-1347914E1641},Field Empty,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,28. Check is Filled,,,False,8,2022-04-13 14:01:23.113000000,,,0,,0,3600,,0
285703563,42056,{5C2DDEA5-6E8E-4ACB-B44B-5C4A53E76EB5},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,False,8,2022-04-13 14:01:23.170000000,,,0,,0,3600,,0
285703564,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:23.217000000,,,0,,0,3600,,0
285703565,42056,{52D4CBE5-E6F6-4C2B-B569-E4E94135A9D8},Type of Validation Needed,1048576,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,(1) Filled,64,2022-04-13 14:01:23.237000000,,,0,,0,3600,,0
285703566,42056,{A2DE6543-D2A8-4B73-867B-1347914E1641},Field Empty,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,28. Check is Filled,,,False,8,2022-04-13 14:01:23.263000000,,,0,,0,3600,,0
285703567,42056,{5C2DDEA5-6E8E-4ACB-B44B-5C4A53E76EB5},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,False,8,2022-04-13 14:01:23.320000000,,,0,,0,3600,,0
285703568,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:23.417000000,,,0,,0,3600,,0
285703569,42056,{52D4CBE5-E6F6-4C2B-B569-E4E94135A9D8},Type of Validation Needed,1048576,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,(20) Optional,64,2022-04-13 14:01:23.443000000,,,0,,0,3600,,0
285703570,41917,{E5807493-97A8-45F1-893F-A3C26C466672},Attach,262144,,,Object - Edge - Restore Pages Window,Attach,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Attach' on page 'Attach' - Target application could not be identified, please ensure the application is running and review the following action inputs and/or application model identifiers: WindowTitle, ProcessName,64,2022-04-13 14:01:23.467000000,,,0,,0,3600,,0
285703571,42056,{5C2DDEA5-6E8E-4ACB-B44B-5C4A53E76EB5},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,False,8,2022-04-13 14:01:23.503000000,,,0,,0,3600,,0
285703572,41917,{C91E9474-77F0-410C-9FE4-63A57E92BDEC},Detach,262144,,,Object - Edge - Restore Pages Window,Init ,ERROR: Internal : Failed to perform step 1 in Navigate Stage 'Detach' on page 'Init ' - Not Connected,64,2022-04-13 14:01:23.513000000,,,0,,0,3600,,0
285703573,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:23.543000000,,,0,,0,3600,,0
285703574,42056,{52D4CBE5-E6F6-4C2B-B569-E4E94135A9D8},Type of Validation Needed,1048576,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,(1) Filled,64,2022-04-13 14:01:23.563000000,,,0,,0,3600,,0
285703575,42056,{A2DE6543-D2A8-4B73-867B-1347914E1641},Field Empty,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,28. Check is Filled,,,False,8,2022-04-13 14:01:23.587000000,,,0,,0,3600,,0
285703576,42056,{5C2DDEA5-6E8E-4ACB-B44B-5C4A53E76EB5},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,False,8,2022-04-13 14:01:23.640000000,,,0,,0,3600,,0
285703577,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:23.687000000,,,0,,0,3600,,0
285703578,42056,{52D4CBE5-E6F6-4C2B-B569-E4E94135A9D8},Type of Validation Needed,1048576,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,(20) Optional,64,2022-04-13 14:01:23.707000000,,,0,,0,3600,,0
285703579,42056,{5C2DDEA5-6E8E-4ACB-B44B-5C4A53E76EB5},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,False,8,2022-04-13 14:01:23.767000000,,,0,,0,3600,,0
285703580,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:23.813000000,,,0,,0,3600,,0
285703581,42056,{52D4CBE5-E6F6-4C2B-B569-E4E94135A9D8},Type of Validation Needed,1048576,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,(1) Filled,64,2022-04-13 14:01:23.837000000,,,0,,0,3600,,0
285703582,42056,{A2DE6543-D2A8-4B73-867B-1347914E1641},Field Empty,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,28. Check is Filled,,,False,8,2022-04-13 14:01:23.870000000,,,0,,0,3600,,0
285703583,42056,{5C2DDEA5-6E8E-4ACB-B44B-5C4A53E76EB5},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,27. Check 1. Starter Appointment,,,False,8,2022-04-13 14:01:23.917000000,,,0,,0,3600,,0
285703584,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:23.963000000,,,0,,0,3600,,0
